Source,Target,Weight,Coefficient
c11,c197,1,1.0
c11,c206,1,1.0
c11,c224,1,1.0
c11,c54,9,1.0
c11,c162,9,1.0
c11,c216,1,1.0
c11,c144,1,1.0
c11,c153,1,1.0
c11,c171,1,1.0
c11,c180,1,1.0
c11,c189,1,1.0
c11,c198,1,1.0
c11,c207,1,1.0
c11,c225,1,1.0
c11,c55,9,1.0
c11,c163,9,1.0
c11,c217,1,1.0
c11,c145,1,1.0
c11,c154,1,1.0
c11,c172,1,1.0
c11,c181,1,1.0
c11,c190,1,1.0
c11,c199,1,1.0
c11,c208,1,1.0
c11,c226,1,1.0
c11,c56,9,1.0
c11,c164,9,1.0
c11,c218,1,1.0
c11,c146,1,1.0
c11,c155,1,1.0
c11,c173,1,1.0
c11,c182,1,1.0
c11,c191,1,1.0
c11,c200,1,1.0
c11,c209,1,1.0
c11,c227,1,1.0
c11,c57,9,1.0
c11,c165,9,1.0
c11,c219,1,1.0
c11,c147,1,1.0
c11,c156,1,1.0
c11,c174,1,1.0
c11,c183,1,1.0
c11,c192,1,1.0
c11,c201,1,1.0
c11,c210,1,1.0
c11,c228,1,1.0
c11,c58,9,1.0
c11,c166,9,1.0
c11,c220,1,1.0
c11,c148,1,1.0
c11,c157,1,1.0
c11,c175,1,1.0
c11,c184,1,1.0
c11,c193,1,1.0
c11,c202,1,1.0
c11,c211,1,1.0
c11,c229,1,1.0
c11,c59,9,1.0
c11,c167,9,1.0
c11,c221,1,1.0
c11,c149,1,1.0
c11,c158,1,1.0
c11,c176,1,1.0
c11,c185,1,1.0
c11,c194,1,1.0
c11,c203,1,1.0
c11,c212,1,1.0
c11,c230,1,1.0
c98,minobj,45,1.0
c98,c11,9,1.0
c98,c41,9,1.0
c98,c51,1,1.0
c98,c159,5,1.0
c98,c213,5,1.0
c98,c12,9,1.0
c98,c42,9,1.0
c98,c60,1,1.0
c98,c13,9,1.0
c98,c43,9,1.0
c98,c69,1,1.0
c98,c14,9,1.0
c98,c44,9,1.0
c98,c78,1,1.0
c98,c15,9,1.0
c98,c45,9,1.0
c98,c87,1,1.0
c98,c52,1,1.0
c98,c160,5,1.0
c98,c214,5,1.0
c98,c61,1,1.0
c98,c70,1,1.0
c98,c79,1,1.0
c98,c88,1,1.0
c98,c53,1,1.0
c98,c161,5,1.0
c98,c215,5,1.0
c98,c62,1,1.0
c98,c71,1,1.0
c98,c80,1,1.0
c98,c89,1,1.0
c98,c54,1,1.0
c98,c162,5,1.0
c98,c216,5,1.0
c98,c63,1,1.0
c98,c72,1,1.0
c98,c81,1,1.0
c98,c90,1,1.0
c98,c55,1,1.0
c98,c163,5,1.0
c98,c217,5,1.0
c98,c64,1,1.0
c98,c73,1,1.0
c98,c82,1,1.0
c98,c91,1,1.0
c98,c56,1,1.0
c98,c164,5,1.0
c98,c218,5,1.0
c98,c65,1,1.0
c98,c74,1,1.0
c98,c83,1,1.0
c98,c92,1,1.0
c98,c57,1,1.0
c98,c165,5,1.0
c98,c219,5,1.0
c98,c66,1,1.0
c98,c75,1,1.0
c98,c84,1,1.0
c98,c93,1,1.0
c98,c58,1,1.0
c98,c166,5,1.0
c98,c220,5,1.0
c98,c67,1,1.0
c98,c76,1,1.0
c98,c85,1,1.0
c98,c94,1,1.0
c98,c59,1,1.0
c98,c167,5,1.0
c98,c221,5,1.0
c98,c68,1,1.0
c98,c77,1,1.0
c98,c86,1,1.0
c98,c95,1,1.0
c159,minobj,45,1.0
c159,c11,9,1.0
c159,c41,1,1.0
c159,c51,9,1.0
c159,c98,5,1.0
c159,c213,5,1.0
c159,c1,1,1.0
c159,c106,5,1.0
c159,c141,5,1.0
c159,c6,1,1.0
c159,c113,5,1.0
c159,c150,5,1.0
c159,c16,1,1.0
c159,c120,5,1.0
c159,c168,5,1.0
c159,c21,1,1.0
c159,c121,5,1.0
c159,c177,5,1.0
c159,c26,1,1.0
c159,c122,5,1.0
c159,c186,5,1.0
c159,c31,1,1.0
c159,c123,5,1.0
c159,c195,5,1.0
c159,c36,1,1.0
c159,c124,5,1.0
c159,c204,5,1.0
c159,c46,1,1.0
c159,c125,5,1.0
c159,c222,5,1.0
c159,c12,9,1.0
c159,c42,1,1.0
c159,c60,9,1.0
c159,c2,1,1.0
c159,c7,1,1.0
c159,c17,1,1.0
c159,c22,1,1.0
c159,c27,1,1.0
c159,c32,1,1.0
c159,c37,1,1.0
c159,c47,1,1.0
c159,c13,9,1.0
c159,c43,1,1.0
c159,c69,9,1.0
c159,c3,1,1.0
c159,c8,1,1.0
c159,c18,1,1.0
c159,c23,1,1.0
c159,c28,1,1.0
c159,c33,1,1.0
c159,c38,1,1.0
c159,c48,1,1.0
c159,c14,9,1.0
c159,c44,1,1.0
c159,c78,9,1.0
c159,c4,1,1.0
c159,c9,1,1.0
c159,c19,1,1.0
c159,c24,1,1.0
c159,c29,1,1.0
c159,c34,1,1.0
c159,c39,1,1.0
c159,c49,1,1.0
c159,c15,9,1.0
c159,c45,1,1.0
c159,c87,9,1.0
c159,c5,1,1.0
c159,c10,1,1.0
c159,c20,1,1.0
c159,c25,1,1.0
c159,c30,1,1.0
c159,c35,1,1.0
c159,c40,1,1.0
c159,c50,1,1.0
c106,minobj,45,1.0
c106,c1,9,1.0
c106,c11,9,1.0
c106,c51,1,1.0
c106,c141,5,1.0
c106,c159,5,1.0
c106,c2,9,1.0
c106,c12,9,1.0
c106,c60,1,1.0
c106,c3,9,1.0
c106,c13,9,1.0
c106,c69,1,1.0
c106,c4,9,1.0
c106,c14,9,1.0
c106,c78,1,1.0
c106,c5,9,1.0
c106,c15,9,1.0
c106,c87,1,1.0
c106,c52,1,1.0
c106,c142,5,1.0
c106,c160,5,1.0
c106,c61,1,1.0
c106,c70,1,1.0
c106,c79,1,1.0
c106,c88,1,1.0
c106,c53,1,1.0
c106,c143,5,1.0
c106,c161,5,1.0
c106,c62,1,1.0
c106,c71,1,1.0
c106,c80,1,1.0
c106,c89,1,1.0
c106,c54,1,1.0
c106,c144,5,1.0
c106,c162,5,1.0
c106,c63,1,1.0
c106,c72,1,1.0
c106,c81,1,1.0
c106,c90,1,1.0
c106,c55,1,1.0
c106,c145,5,1.0
c106,c163,5,1.0
c106,c64,1,1.0
c106,c73,1,1.0
c106,c82,1,1.0
c106,c91,1,1.0
c106,c56,1,1.0
c106,c146,5,1.0
c106,c164,5,1.0
c106,c65,1,1.0
c106,c74,1,1.0
c106,c83,1,1.0
c106,c92,1,1.0
c106,c57,1,1.0
c106,c147,5,1.0
c106,c165,5,1.0
c106,c66,1,1.0
c106,c75,1,1.0
c106,c84,1,1.0
c106,c93,1,1.0
c106,c58,1,1.0
c106,c148,5,1.0
c106,c166,5,1.0
c106,c67,1,1.0
c106,c76,1,1.0
c106,c85,1,1.0
c106,c94,1,1.0
c106,c59,1,1.0
c106,c149,5,1.0
c106,c167,5,1.0
c106,c68,1,1.0
c106,c77,1,1.0
c106,c86,1,1.0
c106,c95,1,1.0
c113,minobj,45,1.0
c113,c6,9,1.0
c113,c11,9,1.0
c113,c51,1,1.0
c113,c150,5,1.0
c113,c159,5,1.0
c113,c7,9,1.0
c113,c12,9,1.0
c113,c60,1,1.0
c113,c8,9,1.0
c113,c13,9,1.0
c113,c69,1,1.0
c113,c9,9,1.0
c113,c14,9,1.0
c113,c78,1,1.0
c113,c10,9,1.0
c113,c15,9,1.0
c113,c87,1,1.0
c113,c52,1,1.0
c113,c151,5,1.0
c113,c160,5,1.0
c113,c61,1,1.0
c113,c70,1,1.0
c113,c79,1,1.0
c113,c88,1,1.0
c113,c53,1,1.0
c113,c152,5,1.0
c113,c161,5,1.0
c113,c62,1,1.0
c113,c71,1,1.0
c113,c80,1,1.0
c113,c89,1,1.0
c113,c54,1,1.0
c113,c153,5,1.0
c113,c162,5,1.0
c113,c63,1,1.0
c113,c72,1,1.0
c113,c81,1,1.0
c113,c90,1,1.0
c113,c55,1,1.0
c113,c154,5,1.0
c113,c163,5,1.0
c113,c64,1,1.0
c113,c73,1,1.0
c113,c82,1,1.0
c113,c91,1,1.0
c113,c56,1,1.0
c113,c155,5,1.0
c113,c164,5,1.0
c113,c65,1,1.0
c113,c74,1,1.0
c113,c83,1,1.0
c113,c92,1,1.0
c113,c57,1,1.0
c113,c156,5,1.0
c113,c165,5,1.0
c113,c66,1,1.0
c113,c75,1,1.0
c113,c84,1,1.0
c113,c93,1,1.0
c113,c58,1,1.0
c113,c157,5,1.0
c113,c166,5,1.0
c113,c67,1,1.0
c113,c76,1,1.0
c113,c85,1,1.0
c113,c94,1,1.0
c113,c59,1,1.0
c113,c158,5,1.0
c113,c167,5,1.0
c113,c68,1,1.0
c113,c77,1,1.0
c113,c86,1,1.0
c113,c95,1,1.0
c16,minobj,81,1.0
c16,c41,9,1.0
c16,c51,9,1.0
c16,c99,9,1.0
c16,c168,9,1.0
c16,c213,1,1.0
c16,c1,9,1.0
c16,c107,9,1.0
c16,c141,1,1.0
c16,c6,9,1.0
c16,c114,9,1.0
c16,c150,1,1.0
c16,c11,9,1.0
c16,c120,9,1.0
c16,c159,1,1.0
c16,c21,9,1.0
c16,c126,9,1.0
c16,c177,1,1.0
c16,c26,9,1.0
c16,c127,9,1.0
c16,c186,1,1.0
c16,c31,9,1.0
c16,c128,9,1.0
c16,c195,1,1.0
c16,c36,9,1.0
c16,c129,9,1.0
c16,c204,1,1.0
c16,c46,9,1.0
c16,c130,9,1.0
c16,c222,1,1.0
c16,c52,9,1.0
c16,c169,9,1.0
c16,c214,1,1.0
c16,c142,1,1.0
c16,c151,1,1.0
c16,c160,1,1.0
c16,c178,1,1.0
c16,c187,1,1.0
c16,c196,1,1.0
c16,c205,1,1.0
c16,c223,1,1.0
c16,c53,9,1.0
c16,c170,9,1.0
c16,c215,1,1.0
c16,c143,1,1.0
c16,c152,1,1.0
c16,c161,1,1.0
c16,c179,1,1.0
c16,c188,1,1.0
c16,c197,1,1.0
c16,c206,1,1.0
c16,c224,1,1.0
c16,c54,9,1.0
c16,c171,9,1.0
c16,c216,1,1.0
c16,c144,1,1.0
c16,c153,1,1.0
c16,c162,1,1.0
c16,c180,1,1.0
c16,c189,1,1.0
c16,c198,1,1.0
c16,c207,1,1.0
c16,c225,1,1.0
c16,c55,9,1.0
c16,c172,9,1.0
c16,c217,1,1.0
c16,c145,1,1.0
c16,c154,1,1.0
c16,c163,1,1.0
c16,c181,1,1.0
c16,c190,1,1.0
c16,c199,1,1.0
c16,c208,1,1.0
c16,c226,1,1.0
c16,c56,9,1.0
c16,c173,9,1.0
c16,c218,1,1.0
c16,c146,1,1.0
c16,c155,1,1.0
c16,c164,1,1.0
c16,c182,1,1.0
c16,c191,1,1.0
c16,c200,1,1.0
c16,c209,1,1.0
c16,c227,1,1.0
c16,c57,9,1.0
c16,c174,9,1.0
c16,c219,1,1.0
c16,c147,1,1.0
c16,c156,1,1.0
c16,c165,1,1.0
c16,c183,1,1.0
c16,c192,1,1.0
c16,c201,1,1.0
c16,c210,1,1.0
c16,c228,1,1.0
c16,c58,9,1.0
c16,c175,9,1.0
c16,c220,1,1.0
c16,c148,1,1.0
c16,c157,1,1.0
c16,c166,1,1.0
c16,c184,1,1.0
c16,c193,1,1.0
c16,c202,1,1.0
c16,c211,1,1.0
c16,c229,1,1.0
c16,c59,9,1.0
c16,c176,9,1.0
c16,c221,1,1.0
c16,c149,1,1.0
c16,c158,1,1.0
c16,c167,1,1.0
c16,c185,1,1.0
c16,c194,1,1.0
c16,c203,1,1.0
c16,c212,1,1.0
c16,c230,1,1.0
c99,minobj,45,1.0
c99,c16,9,1.0
c99,c41,9,1.0
c99,c51,1,1.0
c99,c168,5,1.0
c99,c213,5,1.0
c99,c17,9,1.0
c99,c42,9,1.0
c99,c60,1,1.0
c99,c18,9,1.0
c99,c43,9,1.0
c99,c69,1,1.0
c99,c19,9,1.0
c99,c44,9,1.0
c99,c78,1,1.0
c99,c20,9,1.0
c99,c45,9,1.0
c99,c87,1,1.0
c99,c52,1,1.0
c99,c169,5,1.0
c99,c214,5,1.0
c99,c61,1,1.0
c99,c70,1,1.0
c99,c79,1,1.0
c99,c88,1,1.0
c99,c53,1,1.0
c99,c170,5,1.0
c99,c215,5,1.0
c99,c62,1,1.0
c99,c71,1,1.0
c99,c80,1,1.0
c99,c89,1,1.0
c99,c54,1,1.0
c99,c171,5,1.0
c99,c216,5,1.0
c99,c63,1,1.0
c99,c72,1,1.0
c99,c81,1,1.0
c99,c90,1,1.0
c99,c55,1,1.0
c99,c172,5,1.0
c99,c217,5,1.0
c99,c64,1,1.0
c99,c73,1,1.0
c99,c82,1,1.0
c99,c91,1,1.0
c99,c56,1,1.0
c99,c173,5,1.0
c99,c218,5,1.0
c99,c65,1,1.0
c99,c74,1,1.0
c99,c83,1,1.0
c99,c92,1,1.0
c99,c57,1,1.0
c99,c174,5,1.0
c99,c219,5,1.0
c99,c66,1,1.0
c99,c75,1,1.0
c99,c84,1,1.0
c99,c93,1,1.0
c99,c58,1,1.0
c99,c175,5,1.0
c99,c220,5,1.0
c99,c67,1,1.0
c99,c76,1,1.0
c99,c85,1,1.0
c99,c94,1,1.0
c99,c59,1,1.0
c99,c176,5,1.0
c99,c221,5,1.0
c99,c68,1,1.0
c99,c77,1,1.0
c99,c86,1,1.0
c99,c95,1,1.0
c168,minobj,45,1.0
c168,c16,9,1.0
c168,c41,1,1.0
c168,c51,9,1.0
c168,c99,5,1.0
c168,c213,5,1.0
c168,c1,1,1.0
c168,c107,5,1.0
c168,c141,5,1.0
c168,c6,1,1.0
c168,c114,5,1.0
c168,c150,5,1.0
c168,c11,1,1.0
c168,c120,5,1.0
c168,c159,5,1.0
c168,c21,1,1.0
c168,c126,5,1.0
c168,c177,5,1.0
c168,c26,1,1.0
c168,c127,5,1.0
c168,c186,5,1.0
c168,c31,1,1.0
c168,c128,5,1.0
c168,c195,5,1.0
c168,c36,1,1.0
c168,c129,5,1.0
c168,c204,5,1.0
c168,c46,1,1.0
c168,c130,5,1.0
c168,c222,5,1.0
c168,c17,9,1.0
c168,c42,1,1.0
c168,c60,9,1.0
c168,c2,1,1.0
c168,c7,1,1.0
c168,c12,1,1.0
c168,c22,1,1.0
c168,c27,1,1.0
c168,c32,1,1.0
c168,c37,1,1.0
c168,c47,1,1.0
c168,c18,9,1.0
c168,c43,1,1.0
c168,c69,9,1.0
c168,c3,1,1.0
c168,c8,1,1.0
c168,c13,1,1.0
c168,c23,1,1.0
c168,c28,1,1.0
c168,c33,1,1.0
c168,c38,1,1.0
c168,c48,1,1.0
c168,c19,9,1.0
c168,c44,1,1.0
c168,c78,9,1.0
c168,c4,1,1.0
c168,c9,1,1.0
c168,c14,1,1.0
c168,c24,1,1.0
c168,c29,1,1.0
c168,c34,1,1.0
c168,c39,1,1.0
c168,c49,1,1.0
c168,c20,9,1.0
c168,c45,1,1.0
c168,c87,9,1.0
c168,c5,1,1.0
c168,c10,1,1.0
c168,c15,1,1.0
c168,c25,1,1.0
c168,c30,1,1.0
c168,c35,1,1.0
c168,c40,1,1.0
c168,c50,1,1.0
c107,minobj,45,1.0
c107,c1,9,1.0
c107,c16,9,1.0
c107,c51,1,1.0
c107,c141,5,1.0
c107,c168,5,1.0
c107,c2,9,1.0
c107,c17,9,1.0
c107,c60,1,1.0
c107,c3,9,1.0
c107,c18,9,1.0
c107,c69,1,1.0
c107,c4,9,1.0
c107,c19,9,1.0
c107,c78,1,1.0
c107,c5,9,1.0
c107,c20,9,1.0
c107,c87,1,1.0
c107,c52,1,1.0
c107,c142,5,1.0
c107,c169,5,1.0
c107,c61,1,1.0
c107,c70,1,1.0
c107,c79,1,1.0
c107,c88,1,1.0
c107,c53,1,1.0
c107,c143,5,1.0
c107,c170,5,1.0
c107,c62,1,1.0
c107,c71,1,1.0
c107,c80,1,1.0
c107,c89,1,1.0
c107,c54,1,1.0
c107,c144,5,1.0
c107,c171,5,1.0
c107,c63,1,1.0
c107,c72,1,1.0
c107,c81,1,1.0
c107,c90,1,1.0
c107,c55,1,1.0
c107,c145,5,1.0
c107,c172,5,1.0
c107,c64,1,1.0
c107,c73,1,1.0
c107,c82,1,1.0
c107,c91,1,1.0
c107,c56,1,1.0
c107,c146,5,1.0
c107,c173,5,1.0
c107,c65,1,1.0
c107,c74,1,1.0
c107,c83,1,1.0
c107,c92,1,1.0
c107,c57,1,1.0
c107,c147,5,1.0
c107,c174,5,1.0
c107,c66,1,1.0
c107,c75,1,1.0
c107,c84,1,1.0
c107,c93,1,1.0
c107,c58,1,1.0
c107,c148,5,1.0
c107,c175,5,1.0
c107,c67,1,1.0
c107,c76,1,1.0
c107,c85,1,1.0
c107,c94,1,1.0
c107,c59,1,1.0
c107,c149,5,1.0
c107,c176,5,1.0
c107,c68,1,1.0
c107,c77,1,1.0
c107,c86,1,1.0
c107,c95,1,1.0
c114,minobj,45,1.0
c114,c6,9,1.0
c114,c16,9,1.0
c114,c51,1,1.0
c114,c150,5,1.0
c114,c168,5,1.0
c114,c7,9,1.0
c114,c17,9,1.0
c114,c60,1,1.0
c114,c8,9,1.0
c114,c18,9,1.0
c114,c69,1,1.0
c114,c9,9,1.0
c114,c19,9,1.0
c114,c78,1,1.0
c114,c10,9,1.0
c114,c20,9,1.0
c114,c87,1,1.0
c114,c52,1,1.0
c114,c151,5,1.0
c114,c169,5,1.0
c114,c61,1,1.0
c114,c70,1,1.0
c114,c79,1,1.0
c114,c88,1,1.0
c114,c53,1,1.0
c114,c152,5,1.0
c114,c170,5,1.0
c114,c62,1,1.0
c114,c71,1,1.0
c114,c80,1,1.0
c114,c89,1,1.0
c114,c54,1,1.0
c114,c153,5,1.0
c114,c171,5,1.0
c114,c63,1,1.0
c114,c72,1,1.0
c114,c81,1,1.0
c114,c90,1,1.0
c114,c55,1,1.0
c114,c154,5,1.0
c114,c172,5,1.0
c114,c64,1,1.0
c114,c73,1,1.0
c114,c82,1,1.0
c114,c91,1,1.0
c114,c56,1,1.0
c114,c155,5,1.0
c114,c173,5,1.0
c114,c65,1,1.0
c114,c74,1,1.0
c114,c83,1,1.0
c114,c92,1,1.0
c114,c57,1,1.0
c114,c156,5,1.0
c114,c174,5,1.0
c114,c66,1,1.0
c114,c75,1,1.0
c114,c84,1,1.0
c114,c93,1,1.0
c114,c58,1,1.0
c114,c157,5,1.0
c114,c175,5,1.0
c114,c67,1,1.0
c114,c76,1,1.0
c114,c85,1,1.0
c114,c94,1,1.0
c114,c59,1,1.0
c114,c158,5,1.0
c114,c176,5,1.0
c114,c68,1,1.0
c114,c77,1,1.0
c114,c86,1,1.0
c114,c95,1,1.0
c120,minobj,45,1.0
c120,c11,9,1.0
c120,c16,9,1.0
c120,c51,1,1.0
c120,c159,5,1.0
c120,c168,5,1.0
c120,c12,9,1.0
c120,c17,9,1.0
c120,c60,1,1.0
c120,c13,9,1.0
c120,c18,9,1.0
c120,c69,1,1.0
c120,c14,9,1.0
c120,c19,9,1.0
c120,c78,1,1.0
c120,c15,9,1.0
c120,c20,9,1.0
c120,c87,1,1.0
c120,c52,1,1.0
c120,c160,5,1.0
c120,c169,5,1.0
c120,c61,1,1.0
c120,c70,1,1.0
c120,c79,1,1.0
c120,c88,1,1.0
c120,c53,1,1.0
c120,c161,5,1.0
c120,c170,5,1.0
c120,c62,1,1.0
c120,c71,1,1.0
c120,c80,1,1.0
c120,c89,1,1.0
c120,c54,1,1.0
c120,c162,5,1.0
c120,c171,5,1.0
c120,c63,1,1.0
c120,c72,1,1.0
c120,c81,1,1.0
c120,c90,1,1.0
c120,c55,1,1.0
c120,c163,5,1.0
c120,c172,5,1.0
c120,c64,1,1.0
c120,c73,1,1.0
c120,c82,1,1.0
c120,c91,1,1.0
c120,c56,1,1.0
c120,c164,5,1.0
c120,c173,5,1.0
c120,c65,1,1.0
c120,c74,1,1.0
c120,c83,1,1.0
c120,c92,1,1.0
c120,c57,1,1.0
c120,c165,5,1.0
c120,c174,5,1.0
c120,c66,1,1.0
c120,c75,1,1.0
c120,c84,1,1.0
c120,c93,1,1.0
c120,c58,1,1.0
c120,c166,5,1.0
c120,c175,5,1.0
c120,c67,1,1.0
c120,c76,1,1.0
c120,c85,1,1.0
c120,c94,1,1.0
c120,c59,1,1.0
c120,c167,5,1.0
c120,c176,5,1.0
c120,c68,1,1.0
c120,c77,1,1.0
c120,c86,1,1.0
c120,c95,1,1.0
c21,minobj,81,1.0
c21,c41,9,1.0
c21,c51,9,1.0
c21,c100,9,1.0
c21,c177,9,1.0
c21,c213,1,1.0
c21,c1,9,1.0
c21,c108,9,1.0
c21,c141,1,1.0
c21,c6,9,1.0
c21,c115,9,1.0
c21,c150,1,1.0
c21,c11,9,1.0
c21,c121,9,1.0
c21,c159,1,1.0
c21,c16,9,1.0
c21,c126,9,1.0
c21,c168,1,1.0
c21,c26,9,1.0
c21,c131,9,1.0
c21,c186,1,1.0
c21,c31,9,1.0
c21,c132,9,1.0
c21,c195,1,1.0
c21,c36,9,1.0
c21,c133,9,1.0
c21,c204,1,1.0
c21,c46,9,1.0
c21,c134,9,1.0
c21,c222,1,1.0
c21,c52,9,1.0
c21,c178,9,1.0
c21,c214,1,1.0
c21,c142,1,1.0
c21,c151,1,1.0
c21,c160,1,1.0
c21,c169,1,1.0
c21,c187,1,1.0
c21,c196,1,1.0
c21,c205,1,1.0
c21,c223,1,1.0
c21,c53,9,1.0
c21,c179,9,1.0
c21,c215,1,1.0
c21,c143,1,1.0
c21,c152,1,1.0
c21,c161,1,1.0
c21,c170,1,1.0
c21,c188,1,1.0
c21,c197,1,1.0
c21,c206,1,1.0
c21,c224,1,1.0
c21,c54,9,1.0
c21,c180,9,1.0
c21,c216,1,1.0
c21,c144,1,1.0
c21,c153,1,1.0
c21,c162,1,1.0
c21,c171,1,1.0
c21,c189,1,1.0
c21,c198,1,1.0
c21,c207,1,1.0
c21,c225,1,1.0
c21,c55,9,1.0
c21,c181,9,1.0
c21,c217,1,1.0
c21,c145,1,1.0
c21,c154,1,1.0
c21,c163,1,1.0
c21,c172,1,1.0
c21,c190,1,1.0
c21,c199,1,1.0
c21,c208,1,1.0
c21,c226,1,1.0
c21,c56,9,1.0
c21,c182,9,1.0
c21,c218,1,1.0
c21,c146,1,1.0
c21,c155,1,1.0
c21,c164,1,1.0
c21,c173,1,1.0
c21,c191,1,1.0
c21,c200,1,1.0
c21,c209,1,1.0
c21,c227,1,1.0
c21,c57,9,1.0
c21,c183,9,1.0
c21,c219,1,1.0
c21,c147,1,1.0
c21,c156,1,1.0
c21,c165,1,1.0
c21,c174,1,1.0
c21,c192,1,1.0
c21,c201,1,1.0
c21,c210,1,1.0
c21,c228,1,1.0
c21,c58,9,1.0
c21,c184,9,1.0
c21,c220,1,1.0
c21,c148,1,1.0
c21,c157,1,1.0
c21,c166,1,1.0
c21,c175,1,1.0
c21,c193,1,1.0
c21,c202,1,1.0
c21,c211,1,1.0
c21,c229,1,1.0
c21,c59,9,1.0
c21,c185,9,1.0
c21,c221,1,1.0
c21,c149,1,1.0
c21,c158,1,1.0
c21,c167,1,1.0
c21,c176,1,1.0
c21,c194,1,1.0
c21,c203,1,1.0
c21,c212,1,1.0
c21,c230,1,1.0
c100,minobj,45,1.0
c100,c21,9,1.0
c100,c41,9,1.0
c100,c51,1,1.0
c100,c177,5,1.0
c100,c213,5,1.0
c100,c22,9,1.0
c100,c42,9,1.0
c100,c60,1,1.0
c100,c23,9,1.0
c100,c43,9,1.0
c100,c69,1,1.0
c100,c24,9,1.0
c100,c44,9,1.0
c100,c78,1,1.0
c100,c25,9,1.0
c100,c45,9,1.0
c100,c87,1,1.0
c100,c52,1,1.0
c100,c178,5,1.0
c100,c214,5,1.0
c100,c61,1,1.0
c100,c70,1,1.0
c100,c79,1,1.0
c100,c88,1,1.0
c100,c53,1,1.0
c100,c179,5,1.0
c100,c215,5,1.0
c100,c62,1,1.0
c100,c71,1,1.0
c100,c80,1,1.0
c100,c89,1,1.0
c100,c54,1,1.0
c100,c180,5,1.0
c100,c216,5,1.0
c100,c63,1,1.0
c100,c72,1,1.0
c100,c81,1,1.0
c100,c90,1,1.0
c100,c55,1,1.0
c100,c181,5,1.0
c100,c217,5,1.0
c100,c64,1,1.0
c100,c73,1,1.0
c100,c82,1,1.0
c100,c91,1,1.0
c100,c56,1,1.0
c100,c182,5,1.0
c100,c218,5,1.0
c100,c65,1,1.0
c100,c74,1,1.0
c100,c83,1,1.0
c100,c92,1,1.0
c100,c57,1,1.0
c100,c183,5,1.0
c100,c219,5,1.0
c100,c66,1,1.0
c100,c75,1,1.0
c100,c84,1,1.0
c100,c93,1,1.0
c100,c58,1,1.0
c100,c184,5,1.0
c100,c220,5,1.0
c100,c67,1,1.0
c100,c76,1,1.0
c100,c85,1,1.0
c100,c94,1,1.0
c100,c59,1,1.0
c100,c185,5,1.0
c100,c221,5,1.0
c100,c68,1,1.0
c100,c77,1,1.0
c100,c86,1,1.0
c100,c95,1,1.0
c177,minobj,45,1.0
c177,c21,9,1.0
c177,c41,1,1.0
c177,c51,9,1.0
c177,c100,5,1.0
c177,c213,5,1.0
c177,c1,1,1.0
c177,c108,5,1.0
c177,c141,5,1.0
c177,c6,1,1.0
c177,c115,5,1.0
c177,c150,5,1.0
c177,c11,1,1.0
c177,c121,5,1.0
c177,c159,5,1.0
c177,c16,1,1.0
c177,c126,5,1.0
c177,c168,5,1.0
c177,c26,1,1.0
c177,c131,5,1.0
c177,c186,5,1.0
c177,c31,1,1.0
c177,c132,5,1.0
c177,c195,5,1.0
c177,c36,1,1.0
c177,c133,5,1.0
c177,c204,5,1.0
c177,c46,1,1.0
c177,c134,5,1.0
c177,c222,5,1.0
c177,c22,9,1.0
c177,c42,1,1.0
c177,c60,9,1.0
c177,c2,1,1.0
c177,c7,1,1.0
c177,c12,1,1.0
c177,c17,1,1.0
c177,c27,1,1.0
c177,c32,1,1.0
c177,c37,1,1.0
c177,c47,1,1.0
c177,c23,9,1.0
c177,c43,1,1.0
c177,c69,9,1.0
c177,c3,1,1.0
c177,c8,1,1.0
c177,c13,1,1.0
c177,c18,1,1.0
c177,c28,1,1.0
c177,c33,1,1.0
c177,c38,1,1.0
c177,c48,1,1.0
c177,c24,9,1.0
c177,c44,1,1.0
c177,c78,9,1.0
c177,c4,1,1.0
c177,c9,1,1.0
c177,c14,1,1.0
c177,c19,1,1.0
c177,c29,1,1.0
c177,c34,1,1.0
c177,c39,1,1.0
c177,c49,1,1.0
c177,c25,9,1.0
c177,c45,1,1.0
c177,c87,9,1.0
c177,c5,1,1.0
c177,c10,1,1.0
c177,c15,1,1.0
c177,c20,1,1.0
c177,c30,1,1.0
c177,c35,1,1.0
c177,c40,1,1.0
c177,c50,1,1.0
c108,minobj,45,1.0
c108,c1,9,1.0
c108,c21,9,1.0
c108,c51,1,1.0
c108,c141,5,1.0
c108,c177,5,1.0
c108,c2,9,1.0
c108,c22,9,1.0
c108,c60,1,1.0
c108,c3,9,1.0
c108,c23,9,1.0
c108,c69,1,1.0
c108,c4,9,1.0
c108,c24,9,1.0
c108,c78,1,1.0
c108,c5,9,1.0
c108,c25,9,1.0
c108,c87,1,1.0
c108,c52,1,1.0
c108,c142,5,1.0
c108,c178,5,1.0
c108,c61,1,1.0
c108,c70,1,1.0
c108,c79,1,1.0
c108,c88,1,1.0
c108,c53,1,1.0
c108,c143,5,1.0
c108,c179,5,1.0
c108,c62,1,1.0
c108,c71,1,1.0
c108,c80,1,1.0
c108,c89,1,1.0
c108,c54,1,1.0
c108,c144,5,1.0
c108,c180,5,1.0
c108,c63,1,1.0
c108,c72,1,1.0
c108,c81,1,1.0
c108,c90,1,1.0
c108,c55,1,1.0
c108,c145,5,1.0
c108,c181,5,1.0
c108,c64,1,1.0
c108,c73,1,1.0
c108,c82,1,1.0
